LABEL,TEXT
0,if high crimes were any more generic it would have a universal product code instead of a title .
1,"the principals in this cast are all fine , but bishop and stevenson are standouts ."
0,"a turgid little history lesson , humourless and dull ."
1,"once the lid closes ,  the smell goes away ."
0,"do not buy this product ! the photos are horribly ,  horribly misleading ."
1,the drama is played out with such aching beauty and truth that it brings tears to your eyes .
0,it didn t work for me hopefully other people will have better luck .
0,two reviewers determined there are drivers to be downloaded but i was unsuccessful .
1,makes an aborbing if arguable case for the man 's greatness .
0,"no , it 's not nearly as good as any of its influences ."
0,"got all excited ,  but this taste nohthing like honey at all ."
1,i think this case is a very nice phone case .
0,"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi ."
0,"so after two months of use ,  working in it ."
0,it would n't be my preferred way of spending 100 minutes or $ 7.00 .
1,it charges my phone very quickly and to full % battery .
1,brilliant ! '
0,this is a worthless item that makes no sense at all .
1,"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you ."
0,this particular variety is rather lacking in the flavor department .
1,a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .
0,mind you the oem xoom charger is not like that at all .
1,the la prima ran about half a shot then choked the machine .
1,then i thought something was wrong with my car .
1,now i just need to buy a catch can for the bottle tops .
0,it took 19 predecessors to get this ?
0,a definite num_extend for how they handled this .
1,stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .
1,a romantic comedy that operates by the rules of its own self-contained universe .
0,me too is a nice brand and make very comfortable shoes .
0,not so much a movie as a picture book for the big screen .
1,i would recommend this case to my friends .
0,i ordered two of them and both arrived within a week .
1,so far has lasted for a long time and does not wear off .
1,i dropped phone once and the case held up perfectly .
1,durable and seems similar quality to apple products .
1,"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s ."
1,"all in all ,  though ,  happy with the product ."
0,"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins ."
1,wrapped around me easily to tuck in for getting ready at the gym .
0,"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it ."
0,proves that a movie about goodness is not the same thing as a good movie .
0,another num_num calories from the other num_num grams of carbohydrates .
0,a film so tedious that it is impossible to care whether that boast is true or not .
0,i have to lower the rating another notch .
0,"all ends well , sort of , but the frenzied comic moments never click ."
0,"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension ."
0,i ve had many lighters and this one might be the best .
0,even die-hard fans of japanese animation ... will find this one a challenge .
1,"more honest about alzheimer 's disease , i think , than iris ."
1,researched before i bought it and had actually chosen another one .
0,what happened with pluto nash ?
1,put homemade pizza sauce on top then add pepperoni and fresh mushrooms .
1,"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride ."
0,"flashy , pretentious and as impenetrable as morvern 's thick , working-class scottish accent ."
0,it s this second part that really grosses me out .
1,i just received a replacement bb curve from verizon .
0,i woke up with basically an oil slick on my face .
0,marineland does a very good job with their led aquarium systems .
0,i ve used it once and i won t be using it again .
0,now i have a game that i don t ever want to play .
1,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone ."
0,"a little at first ,  more with each successive try ."
1,i used this set with a toaster oven and with a coleman camping oven .
